reference	book	chapter	verse	category	priority	signals	reason	text
Acts 9:26	Acts	9	26	GENERIC PRONOUN REVIEW	REVIEW	a disciple; he; him; himself	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	When Shaul had come to Yerushalayim, he tried to join himself to the disciples; but they were all afraid of him, not believing that he was a disciple.
Acts 9:33	Acts	9	33	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	There he found a certain man named Aeneas, who had been bedridden for eight years, because he was paralyzed.
Acts 9:38	Acts	9	38	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	As Lod was near Yafo, the disciples, hearing that Shimon (called Kepha) was there, sent two men to him, imploring him not to delay in coming to them.
Acts 10:1	Acts	10	1	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Now there was a certain man in Kaisareia, Cornelius by name, a centurion of what was called the Italian Regiment,
Acts 10:2	Acts	10	2	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	a devout man, and one who revered God with all his house, who gave gifts for the needy generously to the people, and always prayed to God.
Acts 10:5	Acts	10	5	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Now send men to Yafo, and get Shimon, who is surnamed Kepha.
Acts 10:19	Acts	10	19	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"While Shimon (called Kepha) was pondering the vision, the Ruach said to him, ""Behold, three men seek you."
Acts 10:21	Acts	10	21	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Shimon (called Kepha) went down to the men, and said, ""Behold, I am the one whom you seek. Why have you come?"""
Acts 11:3	Acts	11	3	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"saying, ""You went in to uncircumcised men, and ate with them!"""
Acts 11:11	Acts	11	11	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Behold, immediately three men stood before the house where I was, having been sent from Kaisareia to me.
Acts 11:12	Acts	11	12	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	The Ruach told me to go with them, without discriminating. These six brothers also accompanied me, and we entered into the person's house.
Acts 11:20	Acts	11	20	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But there were some of them, men of Kypros and Kyrene, who, when they had come to Antiocheia, spoke to the Hellenists, preaching Master Yeshua.
Acts 11:24	Acts	11	24	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	For he was a good man, and full of the Ruach of Elohim and of faith, and many people were added to God.
Acts 13:7	Acts	13	7	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	who was with the proconsul, Sergius Paulus, a person of understanding. This man summoned Barnabas and Shaul, and sought to hear the word of God.
Acts 13:50	Acts	13	50	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But the Judeans stirred up the devout and prominent women and the chief men of the city, and stirred up a persecution against Shaul and Barnabas, and threw them out of their borders.
Acts 14:8	Acts	14	8	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	At Lystra a certain man sat, impotent in his feet, a cripple from his mother's womb, who never had walked.
Acts 14:15	Acts	14	15	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"""Men, why are you doing these things? We also are men of like passions with you, and bring you good news, that you should turn from these vain things to the living God, who made the sky and the earth and the sea, and all that is in them;"
Acts 15:1	Acts	15	1	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Some men came down from Yehudah and taught the brothers and sisters, ""Unless you are circumcised after the custom of Moshe, you can't be saved."""
Acts 15:22	Acts	15	22	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Then it seemed good to the emissaries and the elders, with the whole assembly, to choose men out of their company, and send them to Antiocheia with Shaul and Barnabas: Yehuda called Barsabbas, and Silas, chief men among the brothers and sisters.
Acts 15:25	Acts	15	25	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	it seemed good to us, having come to one accord, to choose out men and send them to you with our beloved Barnabas and Shaul,
Acts 16:20	Acts	16	20	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"When they had brought them to the magistrates, they said, ""These men, being Judeans, are agitating our city,"
Acts 16:35	Acts	16	35	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"But when it was day, the magistrates sent the sergeants, saying, ""Let those men go."""
Acts 17:5	Acts	17	5	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But the unpersuaded Judeans took along some wicked men from the marketplace, and gathering a crowd, set the city in an uproar. Assaulting the house of Iason, they sought to bring them out to the people.
Acts 17:6	Acts	17	6	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"When they didn't find them, they dragged Iason and certain brothers before the rulers of the city, crying, ""These who have turned the world upside down have come here also,"
Acts 17:12	Acts	17	12	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Many of them therefore believed; also of the prominent Greek women, and not a few men.
Acts 17:22	Acts	17	22	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Shaul stood in the middle of the Areopagus, and said, ""You men of Athenai, I perceive that you are very religious in all things."
Acts 17:34	Acts	17	34	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But certain men joined with him, and believed, among whom also was Dionysios the Areopagite, and a woman named Damaris, and others with them.
