reference	book	chapter	verse	handledBook	category	priority	signals	reason	text
Proverbs 26:24	Proverbs	26	24	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	A malicious man disguises himself with his lips, but he harbors brokenness in his heart.
Proverbs 26:24	Proverbs	26	24	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A malicious man disguises himself with his lips, but he harbors brokenness in his heart.
Proverbs 27:2	Proverbs	27	2	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Let another man praise you, and not your own mouth; a stranger, and not your own lips.
Proverbs 27:12	Proverbs	27	12	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A prudent man sees danger and takes refuge; but the simple pass on, and suffer for it.
Proverbs 27:13	Proverbs	27	13	True	GENERIC PRONOUN REVIEW	REVIEW	a stranger; he; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	Take his garment when he puts up collateral for a stranger. Hold it for a wayward woman!
Proverbs 28:3	Proverbs	28	3	True	GENERIC-HUMAN HIGH PRIORITY	HIGH	man who	Universal/generic human language is explicitly male-coded and should be checked against Hebrew for inclusive rendering.	A needy man who oppresses the poor is like a driving rain which leaves no crops.
Proverbs 28:5	Proverbs	28	5	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Brokenness men don't understand justice; but those who seek YHWH understand it fully.
Proverbs 28:5	Proverbs	28	5	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Brokenness men don't understand justice; but those who seek YHWH understand it fully.
Proverbs 28:12	Proverbs	28	12	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	When the righteous triumph, there is great glory; but when the wicked rise, men hide themselves.
Proverbs 28:22	Proverbs	28	22	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A stingy man hurries after riches, and doesn't know that poverty waits for him.
Proverbs 28:28	Proverbs	28	28	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	When the wicked rise, men hide themselves; but when they perish, the righteous thrive.
Proverbs 29:6	Proverbs	29	6	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	A brokenness a person is snared by their sin, but the righteous can sing and be glad.
Proverbs 29:13	Proverbs	29	13	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The poor man and the oppressor have this in common: YHWH gives sight to the eyes of both.
Proverbs 29:14	Proverbs	29	14	True	GENERIC PRONOUN REVIEW	REVIEW	the poor; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	The king who fairly judges the poor, his throne shall be established forever.
Proverbs 29:21	Proverbs	29	21	True	GENERIC PRONOUN HIGH PRIORITY	HIGH	The one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	The one who pampers their servant from youth will have him become a son in the end.
Proverbs 29:22	Proverbs	29	22	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	An angry man stirs up strife, and a wrathful man abounds in sin.
Proverbs 29:25	Proverbs	29	25	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The fear of man proves to be a snare, but whoever puts their trust in YHWH is kept safe.
Proverbs 29:27	Proverbs	29	27	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A dishonest man detests the righteous, and the upright in their ways detest the wicked.
Proverbs 30:10	Proverbs	30	10	True	GENERIC PRONOUN REVIEW	REVIEW	a servant; he; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	"""Don't slander a servant to his master, lest he curse you, and you be held guilty."
Proverbs 30:14	Proverbs	30	14	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	There is a generation whose teeth are like swords, and their jaws like knives, to devour the poor from the earth, and the needy from among men.
Proverbs 30:22	Proverbs	30	22	True	GENERIC PRONOUN REVIEW	REVIEW	a servant; he	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	For a servant when he is king; a fool when they are filled with food;
Proverbs 30:32	Proverbs	30	32	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	"""If you have done foolishly in lifting up yourself, or if you have thought brokenness, put your hand over your mouth."
Song of Solomon 3:3	Song of Solomon	3	3	False	MASCULINE TERM REVIEW	REVIEW	watchmen	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	"The watchmen who go about the city found me; ""Have you seen the one whom my soul loves?"""
Song of Solomon 4:4	Song of Solomon	4	4	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Your neck is like Dawid's tower built for an armory, whereon a thousand shields hang, all the shields of the mighty men.
Song of Solomon 5:7	Song of Solomon	5	7	False	MASCULINE TERM REVIEW	REVIEW	watchmen	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The watchmen who go about the city found me. They beat me. They bruised me. The keepers of the walls took my cloak away from me.
Song of Solomon 7:1	Song of Solomon	7	1	False	MASCULINE TERM REVIEW	REVIEW	workman	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	How beautiful are your feet in sandals, prince's daughter! Your rounded thighs are like jewels, the work of the hands of a skillful workman.
Lamentations 1:15	Lamentations	1	15	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	YHWH has set at nothing all my mighty men in the midst of me; He has called a solemn assembly against me to crush my young people: YHWH has trodden as in a winepress the virgin daughter of Yehudah.
Lamentations 1:15	Lamentations	1	15	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	YHWH has set at nothing all my mighty men in the midst of me; He has called a solemn assembly against me to crush my young people: YHWH has trodden as in a winepress the virgin daughter of Yehudah.
Lamentations 1:18	Lamentations	1	18	False	DIVINE-REFERENT REVIEW	HIGH	divine-attribute	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	YHWH is righteous; for I have rebelled against his commandment: Please hear all you peoples, and see my sorrow: My virgins and my young people are gone into captivity.
Lamentations 2:2	Lamentations	2	2	False	DIVINE-REFERENT REVIEW	HIGH	divine-attribute	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	YHWH has swallowed up all the habitations of Ya'akov, and has not pitied: He has thrown down in his wrath the strongholds of the daughter of Yehudah; He has brought them down to the ground; he has profaned the kingdom and the princes of it.
Lamentations 2:8	Lamentations	2	8	False	DIVINE-REFERENT REVIEW	HIGH	divine-attribute; explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	YHWH has purposed to destroy the wall of the daughter of Tzion; He has stretched out the line, he has not withdrawn his hand from destroying; He has made the rampart and wall to lament; they languish together.
Lamentations 2:15	Lamentations	2	15	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	All that pass by clap their hands at you; They hiss and wag their head at the daughter of Yerushalayim, [saying], Is this the city that men called The perfection of beauty, The joy of the whole earth?
Lamentations 2:21	Lamentations	2	21	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The youth and the old man lie on the ground in the streets; My virgins and my young people are fallen by the sword: You have killed them in the day of your anger; you have slaughtered, [and] not pitied.
Lamentations 3:25	Lamentations	3	25	False	DIVINE-REFERENT REVIEW	HIGH	devotion-object	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	YHWH is good to those who wait for him, to the soul that seeks him.
